BARRIO,SITIO
BOITA E-8,VIAS PUBLICAS
CHAPINERO NORTE E-2,CASAS DE HABITACION
SAN FELIPE E-12,SEMAFORO
FLORENCIA E-10,VIAS PUBLICAS
RINCON DE GALICIA E-19,BUS TRANSMILENIO
EL PROGRESO E-14,VIAS PUBLICAS
SURBANA E-7,VIAS PUBLICAS
CENTRO ADMINISTRATIVO E-17,TRANSPORTE PUBLICO
COLMENA I E-4,VIAS PUBLICAS
LAS FLORES,VIAS PUBLICAS
NUESTRA SENHORA DE LOS REMEDIOS,VIAS PUBLICAS
CANAIMA,LOCAL COMERCIAL
BOGOTA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
LA PLAYA,PLAYA
CENTRO,LOCAL COMERCIAL
VILLA BELLA,VIAS PUBLICAS
ACACIAS,VIAS PUBLICAS
TAMINACA 1 Y 2,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
ZONA MERCADO,LOCAL COMERCIAL
PABLO EMILIO RIVEROS,VIAS PUBLICAS
DONHA LUZ,VIAS PUBLICAS
MAIZARO,EMPRESA
ACACIAS,VIAS PUBLICAS
LA FLORIDA,VIAS PUBLICAS
VEREDA BARCELONA,VIAS PUBLICAS
VENCEDORES,VIAS PUBLICAS
JARDIN,VIAS PUBLICAS
LA ESPERANZA VII ETAPA,VIAS PUBLICAS
PORFIA,VIAS PUBLICAS
DONHA LUZ,VIAS PUBLICAS
LA ESPERANZA V ETAPA,PELUQUERIA Y SIMILARES
INDUSTRIAL,VIAS PUBLICAS
PORFIA,CASAS DE HABITACION
SAN FERNANDO,VIAS PUBLICAS
RODEO,CASAS DE HABITACION
PUENES,VIAS PUBLICAS
SAN FELIPE,INTERIOR VEHICULO PARTICULAR
PANAMERICANO,VIAS PUBLICAS
TORO BAJO,VIAS PUBLICAS
AVENIDA COLOMBIA NORMANDIA,FRENTE A RESIDENCIAS - VIA PUBLICA
CENTRO,VIAS PUBLICAS
VERSALLES,VIAS PUBLICAS
CORREGIMIENTO LLORENTE,VIAS PUBLICAS
ASSIVISA,FRENTE A RESIDENCIAS - VIA PUBLICA
LAS CORALINAS,VIAS PUBLICAS
BARRIO GAITAN,VIAS PUBLICAS
BARRIO CHAPINERO,VIAS PUBLICAS
BARRIO CHAPINERO,VIAS PUBLICAS
BARRIO POPULAR,VIAS PUBLICAS
BARRIO SEVILLA,VIAS PUBLICAS
CENTRO,OFICINAS
SECTOR CAM,INTERIOR VEHICULO SERVICIO PUBLICO
SECTOR PARQUE VALENCIA,VIAS PUBLICAS
EL BOSQUE,VIAS PUBLICAS
EL BOSQUE,VIAS PUBLICAS
LA PAZ,VIAS PUBLICAS
PORVENIR,VIAS PUBLICAS
PORVENIR,VIAS PUBLICAS
VDA. SAN JOSE,VIAS PUBLICAS
VDA. TRIBUNAS CORCEGA,VIAS PUBLICAS
SAN JOAQUIN,VIAS PUBLICAS
KENNEDY,VIAS PUBLICAS
EL CERRO,FRENTE A COLEGIO - VIA PUBLICA
EL PARNASO,VIAS PUBLICAS
EL PARNASO,VIAS PUBLICAS
EL PARNASO,VIAS PUBLICAS
SAN LUIS,VIAS PUBLICAS
GRANJAS DE PROVENZA,VIAS PUBLICAS
ESTADIO C-11,VIAS PUBLICAS
GOMEZ NINHO,INTERIOR VEHICULO SERVICIO PUBLICO
GOMEZ NINHO,INTERIOR VEHICULO SERVICIO PUBLICO
CANHAVERAL,VIAS PUBLICAS
VILLABEL,TALLERES MECANICA
EL CARMEN I,VIAS PUBLICAS
VILLA FIRENZE,VIAS PUBLICAS
ENTRE RIOS,VIAS PUBLICAS
MARTINICA,VIAS PUBLICAS
SANTA CRUZ,VEHICULO
NACIONES UNIDAS,VIAS PUBLICAS
VRDA. LA MARTINICA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
FLORESTA,VIAS PUBLICAS
JORDAN II ETAPA,"DROGUERIAS, FARMACIAS"
EL BUNDE,VIAS PUBLICAS
PORTALES DE BUGALAGRANDE,VIAS PUBLICAS
LA FLORESTA E8,VIAS PUBLICAS
PARCELACIONES PANCE E22,VIAS PUBLICAS
CIUDADELA FLORALIA E6,VIAS PUBLICAS
EL PRADO E11,SEMAFORO
CIUDAD DE LOS ALAMOS E2,VIAS PUBLICAS
PARCELACIONES PANCE E22,VIAS PUBLICAS
SANTA TERESITA E2,VIAS PUBLICAS
SAN PEDRO E3,VIAS PUBLICAS
LAS CEIBAS E7,VIAS PUBLICAS
ALFEREZ REAL E18,VIAS PUBLICAS
JUNIN E9,VIAS PUBLICAS
SAN FERNANDO VIEJO E19,INTERIOR VEHICULO SERVICIO PUBLICO
LAS ORQUIDEAS E14,VIAS PUBLICAS
MOJICA E15,BUS MASIVO INTEGRAL DE OCCIDENTE M.I.O.
LAS FLORES,VIAS PUBLICAS
MEJOR VIVIR,VIAS PUBLICAS
GUAYACANES DEL INGENIO 1 ETAPA,VIAS PUBLICAS
VDA. MATASANOS,CARRETERA
SAN JOSE OBRERO,VIAS PUBLICAS
EL AGUILA,CASAS DE HABITACION
ALCALA,VIAS PUBLICAS
SIMON BOLIVAR,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ARANJUEZ  C-4,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ESTADIO C-11,VIAS PUBLICAS
GUAYAQUIL C-10,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
SURAMERICANA C-11,VIAS PUBLICAS
CAMPO AMOR C-15,VIAS PUBLICAS
LA PALMA C-16,APARTAMENTO
ESTACION VILLA C-10,VIAS PUBLICAS
GUAYAQUIL C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA ALPUJARRA C-10,VIAS PUBLICAS
ROBLEDO C-7,VIAS PUBLICAS
CARLOS E. RESTREPO C-11,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
VILLA HERMOSA C-8,VIAS PUBLICAS
VILLANUEVA C-10,VIAS PUBLICAS
CENTRO,CENTRO COMERCIAL
LA CUCHILLA,FINCAS Y SIMILARES
CENTRO,TIENDA
CENTRO,TIENDA
EL BOSQUE,VIAS PUBLICAS
REBOLO,VIAS PUBLICAS
BOLICHE,TRANSPORTE PUBLICO
BOLICHE,TRANSPORTE PUBLICO
VILLA ESTADIO I,VIAS PUBLICAS
BARRIO EL BOSQUE,CASAS DE HABITACION
VILLA REPUBLICANA,VIAS PUBLICAS
SANTA ANA,VIAS PUBLICAS
BARRIO MUISCAS,VIAS PUBLICAS
BARRIO VILLAPILAR,VIAS PUBLICAS
LA CUCHILLA,VIAS PUBLICAS
VERSALLES,VIAS PUBLICAS
VDA. PUENTE GUAMO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
20 DE JULIO,VIAS PUBLICAS
SANTA CATALINA II ETAPA,VIAS PUBLICAS
BOLIVAR,BUS MEGABUS
CENTRO,OFICINAS
BOSQUE,VIAS PUBLICAS
URB.LOS MAYALES,VIAS PUBLICAS
INVASION GUASIMALES,VIAS PUBLICAS
BUENA VISTA E-1,VIAS PUBLICAS
MARLY E-2,VIAS PUBLICAS
CHAPINERO CENTRAL E-2,OFICINAS
URB. TIBANA E-16,VIAS PUBLICAS
GIBRALTAR E-19,VIAS PUBLICAS
LA PORCIUNCULA E-2,SOBRE ANDEN - VIA PUBLICA
CHAPINERO ALTO E-2,VIAS PUBLICAS
GRAN AMERICA E-13,CLINICAS Y SIMILARES
LA ALAMEDA E-3,INTERIOR VEHICULO SERVICIO PUBLICO
CHAPINERO SUR OCC. E-13,BUS TRANSMILENIO
LA PAMPA II E-8,CASAS DE HABITACION
SAN MIGUEL E-12,SOBRE ANDEN - VIA PUBLICA
ALQUERIA LA FRAGUA E-8,VIAS PUBLICAS
SIMON BOLIVAR E-12,VIAS PUBLICAS
USMINIA DESARROLLO E-5,VIAS PUBLICAS
URB. EL BATAN E-11,ESTACION TRANSMILENIO PEPE SIERRA
RESTREPO E-15,TRANSPORTE PUBLICO
CIUDAD JARDIN SUR E-15,VIAS PUBLICAS
QUIROGA IHS ETAPA E-18,BUS TRANSMILENIO
RESTREPO E-15,VIAS PUBLICAS
ALTOS DEL REDIL E-1,VIAS PUBLICAS
EL RAMAJAL E-4,VIAS PUBLICAS
SAN PEDRO E-9,VIAS PUBLICAS
VILLA DEL PRADO E-11,ESTACION TRANSMILENIO PORTAL NORTE
SAN FRANCISCO E-19,VIAS PUBLICAS
CHUCUA EL BURRO E-8,VIAS PUBLICAS
CASABLANCA I     E-8,VIAS PUBLICAS
CHAPINERO ALTO E-2,VIAS PUBLICAS
TEUSAQUILLO E-13,VIAS PUBLICAS
TECHO  E-8,VIAS PUBLICAS
CHAPINERO NORTE E-2,ESTACION TRANSMILENIO CALLE 63
MARLY E-2,VIAS PUBLICAS
CHAPINERO ALTO E-2,VIAS PUBLICAS
LIBERTADOR SUR E-18,INTERIOR VEHICULO SERVICIO PUBLICO
LOS MOLINOS I SECTOR E-18,VIAS PUBLICAS
SANTA FE E-14,LOCAL COMERCIAL
NUEVA CALIFORNIA E-1,VIAS PUBLICAS
MODELO SUR E-4,VIAS PUBLICAS
CANDELARIA III-IV E-19,VIAS PUBLICAS
SAN JORGE,VIAS PUBLICAS
VER.MESA BAJA,VIAS PUBLICAS
SAN JOSE,VIAS PUBLICAS
EL CARMEN,VEHICULO
EL CARMEN,VIAS PUBLICAS
LIBERTADOR,VIAS PUBLICAS
URB. MANANTIAL,VIAS PUBLICAS
LAS TUNAS,VIAS PUBLICAS
EL MONASTERIO,VIAS PUBLICAS
ALTICO,VIAS PUBLICAS
BUGANVILES,VIAS PUBLICAS
DIEGO DE OSPINA,FRENTE A RESIDENCIAS - VIA PUBLICA
SIMON BOLIVAR,VIAS PUBLICAS
NORTE,TRANSPORTE PUBLICO
POPULAR,VIAS PUBLICAS
SAN FERNANDO,VIAS PUBLICAS
SAN FERNANDO,VIAS PUBLICAS
LA ESPERANZA VIII ETAPA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
VILLA JOHANA,CASAS DE HABITACION
DELIRIO,CASAS DE HABITACION
CANEY,VIAS PUBLICAS
MERCEDARIO,VIAS PUBLICAS
MARIDIAZ,VIAS PUBLICAS
MARIDIAZ,VIAS PUBLICAS
MIJITAJO BAJO,SOBRE ANDEN - VIA PUBLICA
VEREDA LA QUIEBRA,FINCAS Y SIMILARES
JUBILEO,VIAS PUBLICAS
JUBILEO,VIAS PUBLICAS
CHAMBRANES,VIAS PUBLICAS
P.INDUSTRIAL B,VIAS PUBLICAS
ALTAVISTA,VIAS PUBLICAS
ALTAVISTA,VIAS PUBLICAS
SECTOR PARQUE LA LIBERTAD,INTERIOR VEHICULO SERVICIO PUBLICO
CENTRO (A) PEREIRA,VIAS PUBLICAS
CENTENARIO,VIAS PUBLICAS
ANTONIA SANTOS,VIAS PUBLICAS
CABECERA DEL LLANO,LOCAL COMERCIAL
CABECERA DEL LLANO,LOCAL COMERCIAL
LA PEDREGOSA,VIAS PUBLICAS
LOS ARRAYANES,VIAS PUBLICAS
VILLABEL,INTERIOR VEHICULO PARTICULAR
EL CARMEN,CASAS DE HABITACION
LOS LAURELES,ESTACIONES DE SERVICIO
LA GRAN COLOMBIA,VIAS PUBLICAS
LA TAMBORA,VIAS PUBLICAS
ESTACION,VIAS PUBLICAS
EL LIMONAR,VIAS PUBLICAS
JORDAN II ETAPA,VIAS PUBLICAS
TOPACIO,VIAS PUBLICAS
REYES UMANHA,CASAS DE HABITACION
GRAN COLOMBIANA,VIAS PUBLICAS
MINOBRAS,VIAS PUBLICAS
NORMANDIA E2,VIAS PUBLICAS
CIUDAD CAPRI E17,VIAS PUBLICAS
CENTENARIO E2,VIAS PUBLICAS
DIAMANTE E13,VIAS PUBLICAS
CHARCO AZUL E13,VIAS PUBLICAS
ARANJUEZ E9,CASAS DE HABITACION
POTRERO GRANDE E21,VIAS PUBLICAS
POTRERO GRANDE E21,VIAS PUBLICAS
CHARCO AZUL E13,SEMAFORO
SAN LUIS E6,VIAS PUBLICAS
REPUBLICA ISRAEL E16,LOCAL COMERCIAL
VERSALLES E2,VIAS PUBLICAS
3 DE JULIO E19,VIAS PUBLICAS
LILI E17,VIAS PUBLICAS
LOS ALCAZARES E6,VIAS PUBLICAS
SAN PASCUAL E3,VIAS PUBLICAS
LILI E17,VIAS PUBLICAS
TERRANOVA E24,"COLEGIOS, ESCUELAS"
PUERTO NUEVO,VIAS PUBLICAS
FATIMA,FRENTE A RESIDENCIAS - VIA PUBLICA
MANCHESTER,APARTAMENTO
CIUDAD NIQUIA,VIAS PUBLICAS
LA PEDRERA,VIAS PUBLICAS
EL ESMERALDAL,PARQUEADERO
EL ROSARIO,VIAS PUBLICAS
SECTOR EL EMBRUJO,VIAS PUBLICAS
LOS COLORES C-11,VIAS PUBLICAS
EL POMAR  C-3,VIAS PUBLICAS
BARRIO COLOMBIA C-14,ESTACION DEL METRO
SANTA CRUZ  C-2,VIAS PUBLICAS
ARANJUEZ  C-4,VIAS PUBLICAS
PATIO BONITO C-14,VIAS PUBLICAS
PARQUE NORTE C-4,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
LORETO  C-9,VIAS PUBLICAS
JARDIN BOTANICO  C-4,VIAS PUBLICAS
LA PILARICA C-7,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
SAN DIEGO C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
SANTA MARIA DE LOS ANGELES C-14,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
AEROPUERTO,OFICINAS
SAJONIA,CENTRO COMERCIAL
BARRO BLANCO,PARQUEADERO
LA CEIBA,VIAS PUBLICAS
CAMPO ALEGRE,VEHICULO
TAYRONA,VIAS PUBLICAS
SAN FERNANDO,CASAS DE HABITACION
BARRIO CORDOBA,VIAS PUBLICAS
BARRIO EL POLO,VIAS PUBLICAS
SOLANO,CENTRO COMERCIAL
SOLANO,VIAS PUBLICAS
BARRIO EL CARMEN,VIAS PUBLICAS
BARRIO CENTENARIO,VIAS PUBLICAS
BARRIO CHIPRE,VIAS PUBLICAS
BARRIO CHIPRE,VIAS PUBLICAS
SAN ANTONIO,VIAS PUBLICAS
CAMELIA,VIAS PUBLICAS
EL CENTRO,VIAS PUBLICAS
VILLA LUCIA,CASAS DE HABITACION
CASIMENA,VIAS PUBLICAS
CASIMENA,VIAS PUBLICAS
PRADOS DEL NORTE,VIAS PUBLICAS
LA UNION,VIAS PUBLICAS
EL OASIS,VIAS PUBLICAS
FUNDADORES,VIAS PUBLICAS
FUNDADORES,VIAS PUBLICAS
LA GRANJA,VIAS PUBLICAS
TOMAS PEREZ,VIAS PUBLICAS
ARENAL,VIAS PUBLICAS
LOS LAURELES,LOCAL COMERCIAL
LA CASTELLANA,VIAS PUBLICAS
EL NOGAL E-2,SEMAFORO
MODELIA E-9,VIAS PUBLICAS
SALAZAR GOMEZ E-16,VIAS PUBLICAS
PARQUE NACIONAL E-3,VIAS PUBLICAS
TINTALITO I  E-8,VIAS PUBLICAS
VILLA DEL RIO E-7,VIAS PUBLICAS
CENTRO COMERCIAL UNICENTRO E-1,VIAS PUBLICAS
CENTRO COMERCIAL UNICENTRO E-1,VIAS PUBLICAS
CHICO I E-2,OFICINAS
CORDOBA E-4,VIAS PUBLICAS
LA CONCORDIA E-17,VIAS PUBLICAS
CENTRO E-3,VIAS PUBLICAS
SAN ANTONIO NORTE E-1,VIAS PUBLICAS
URB. SANTA FERENHA E-3,ESTACION TRANSMETRO
OLAYA E-18,HOSPITALES
TINTAL    E-8,INTERIOR VEHICULO SERVICIO PUBLICO
LAS BRISAS E-4,VIAS PUBLICAS
URB. COMPARTIR E-11,VIAS PUBLICAS
LLANO GRANDE E-8,VIAS PUBLICAS
SAN VICENTE FERRER E-6,VIAS PUBLICAS
URB. SAN PATRICIO E-1,ESTACION TRANSMILENIO PEPE SIERRA
SAN PABLO JERICO E-9,VIAS PUBLICAS
FLORESTA SUR E-8,VIAS PUBLICAS
MARLY E-2,VIAS PUBLICAS
LA GAITANA E-11,VIAS PUBLICAS
PATIO BONITO I E-8,INTERIOR VEHICULO SITP
VERONA E-19,VIAS PUBLICAS
LA PRADERA NORTE E-16,VIAS PUBLICAS
LA PATRIA E-12,ESTACION TRANSMILENIO SAN MARTIN
EL VERGEL E-8,VIAS PUBLICAS
SAN MIGUEL E-12,VIAS PUBLICAS
BANDERAS E-8,ESTACION TRANSMILENIO BANDERAS
LAS MARGARITAS E-7,VIAS PUBLICAS
GRAN BRITALIA E-8,CASAS DE HABITACION
LAS MARGARITAS E-8,VIAS PUBLICAS
ALAMOS SUR E-10,VIAS PUBLICAS
LOS CEDRITOS E-1,VIAS PUBLICAS
VALLES DE CAFAN E-5,VIAS PUBLICAS
LA AMISTAD BOSA E-7,VIAS PUBLICAS
ARBORIZADORA BAJA E-19,VIAS PUBLICAS
EL CHARCO II E-9,VIAS PUBLICAS
VILLA GLADIS E-10,VIAS PUBLICAS
GALAN E-16,VIAS PUBLICAS
LOS ANGELES E-10,VIAS PUBLICAS
LOS ANDES E-12,VIAS PUBLICAS
NICOLAS DE FEDERMAN E-13,VIAS PUBLICAS
PUERTA DE TEJA E-9,INTERIOR VEHICULO SERVICIO PUBLICO
QUIRIGUA I E-10,VIAS PUBLICAS
VILLA JAVIER E-4,VIAS PUBLICAS
LA ESPERANZA E-9,VIAS PUBLICAS
ALCAZARES E-12,SOBRE ANDEN - VIA PUBLICA
SANTA MATILDE I SECTOR E-16,VIAS PUBLICAS
EL JAZMIN II SECTOR E-16,VIAS PUBLICAS
ANTONIA SANTOS E-7,VIAS PUBLICAS
TOBERIN ORIENTAL E-1,EMPRESA
MANDALAY I ETAPA E-8,VIAS PUBLICAS
ALCAZARES NORTE E-12,SOBRE ANDEN - VIA PUBLICA
LA ESTRADA E-10,VIAS PUBLICAS
LOS MOLINOS,FRENTE A ALMACEN - VIA PUBLICA
JOSE PRUDENCIO PADILLA,VIAS PUBLICAS
CORREGIMIENTO DE PARAGUACHON,TRAMO DE VIA
ALTOS DEL PARRANTIAL,CASAS DE HABITACION
SANTA ISABEL,VIAS PUBLICAS
COOPERATIVO,FRENTE A RESIDENCIAS - VIA PUBLICA
LAS AMERICAS,CASAS DE HABITACION
LOS ROSALES,VIAS PUBLICAS
CIUDAD SALITRE,VIAS PUBLICAS
VILLA MAGDALENA NORTE,VIAS PUBLICAS
ALTICO,VIAS PUBLICAS
PORVENIR,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
CENTRO HISTORICO,VIAS PUBLICAS
LA LUCHA,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
TERMINAL TRASPORTES,VIAS PUBLICAS
ALBORADA,VIAS PUBLICAS
7 DE AGOSTO,VIAS PUBLICAS
SAN VICENTE,APARTAMENTO
GOLGOTA,VIAS PUBLICAS
GOLGOTA,VIAS PUBLICAS
FATIMA,CASAS DE HABITACION
SAN ANDRES,VIAS PUBLICAS
EL ROSARIO,VIAS PUBLICAS
PALERMO,VIAS PUBLICAS
AQUINE I,FRENTE A RESIDENCIAS - VIA PUBLICA
CENTRO,FRENTE A RESIDENCIAS - VIA PUBLICA
BARRIO GUAIMARAL,VIAS PUBLICAS
BARRIO CENTRO,VIAS PUBLICAS
BARRIO SEVILLA,VIAS PUBLICAS
VDA. LA M,RODANDO SOBRE VIA - VIA PUBLICA
VDA. LA M,RODANDO SOBRE VIA - VIA PUBLICA
LOS NARANJOS,VIAS PUBLICAS
PARQUE SUCRE,LOCAL COMERCIAL
PROFESIONALES,VIAS PUBLICAS
PROFESIONALES,VIAS PUBLICAS
SAN DIEGO,DENTRO DE LA VIVIENDA
GUADUALES,VIAS PUBLICAS
GUADUALES,VIAS PUBLICAS
SECTOR PARQUE LA LIBERTAD,VIAS PUBLICAS
SECTOR IMPALA,LOCAL COMERCIAL
EL DANUBIO,VIAS PUBLICAS
LA ESPERANZA,VIAS PUBLICAS
CGTO. EL CENTRO,VIAS PUBLICAS
INSCREDIAL,VIAS PUBLICAS
ALCAZAR,VIAS PUBLICAS
GIRARDOT,VIAS PUBLICAS
CABECERA DEL LLANO,PARADERO DE BUSES
TRANSICION III,VIAS PUBLICAS
PROVENZA,BUS METROLINEA
ESPERANZA II,INSTALACIONES DE LA POLICIA
GARCIA ROVIRA,LOCAL COMERCIAL
VILLA MERCEDES,VIAS PUBLICAS
PROVENZA,ESTACION METROLINEA
LAGOS I,VIAS PUBLICAS
SAN FELIPE,VIAS PUBLICAS
SANTA TERESITA,VIAS PUBLICAS
RURAL VARIANTE DE OCCIDENTE SINCELEJO,VIAS PUBLICAS
MONTECARLO,VIAS PUBLICAS
BOYACA,VIAS PUBLICAS
KENEDY,VIAS PUBLICAS
ANCON,VIAS PUBLICAS
MACARENA ALTA,VIAS PUBLICAS
RICAURTE PARTE ALTA,VIAS PUBLICAS
EL LIMONAR,VIAS PUBLICAS
PRADO I,VIAS PUBLICAS
EL PORVENIR,CASAS DE HABITACION
NUEVA BUENAVENTURA,VIAS PUBLICAS
VERSALLES E2,VIAS PUBLICAS
LA CAMPINHA E2,VIAS PUBLICAS
JUANAMBU E2,VIAS PUBLICAS
PRADOS DEL NORTE E2,VIAS PUBLICAS
ALFONSO B. ARAGON E14,VIAS PUBLICAS
URB. MILITAR E19,VIAS PUBLICAS
LAS QUINTAS DE DON SIMON E17,VIAS PUBLICAS
PRADOS DEL NORTE E2,ESTACION M.I.O.
SAN PEDRO E3,VIAS PUBLICAS
CIUDAD CORDOBA E15,VIAS PUBLICAS
LOS CHORROS E18,VIAS PUBLICAS
COMPARTIR E21,CASAS DE HABITACION
PANAMERICANO E24,CASAS DE HABITACION
EL PRADO,VIAS PUBLICAS
LA TRINIDAD,VIAS PUBLICAS
VIA ROLDANILLO - ZARZAL,VIAS PUBLICAS
VIA TULUA-BUGA,VIAS PUBLICAS
NAVARRA,VIAS PUBLICAS
SIMON BOLIVAR,VIAS PUBLICAS
SANTA MARIA # 1,VIAS PUBLICAS
ZONA CENTRO,VIAS PUBLICAS
PRADO C-10,VIAS PUBLICAS
LA PILARICA C-7,VIAS PUBLICAS
BARRIO COLOMBIA C-14,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
ESTACION VILLA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,FRENTE IGLESIA - VIA PUBLICA
BARRIO COLON C-10,VIAS PUBLICAS
PRADO C-10,FRUTERIA
LA CANDELARIA C-10,VIAS PUBLICAS
PARQUE NORTE C-4,VIAS PUBLICAS
CONQUISTADORES C-11,VIAS PUBLICAS
BARRIO COLOMBIA C-14,VIAS PUBLICAS
CASTILLA C-5,INTERIOR VEHICULO SERVICIO PUBLICO
CENTRO S.C.,TRANSPORTE PUBLICO
EL CHAGUALO C-10,PARADERO DE BUSES
LA MILAGROSA  C-9,VIAS PUBLICAS
CASTILLA C-5,VIAS PUBLICAS
EL POBLADO C-14,VIAS PUBLICAS
BOSTON C-10,VIAS PUBLICAS
LAURELES C-11,VIAS PUBLICAS
BOMBONA 1 C-10,VIAS PUBLICAS
CAMPO AMOR C-15,INTERIOR VEHICULO SERVICIO PUBLICO
LA CANDELARIA C-10,VIAS PUBLICAS
LA CANDELARIA C-10,VIAS PUBLICAS
CORDIALIDAD,CARRETERA
EL PARQUE,VIAS PUBLICAS
TORICES,CASAS DE HABITACION
CENTRO,VIAS PUBLICAS
SECTOR 12 DE NOVIEMBRE,VIAS PUBLICAS
VDA. SAN ONOFRE,CASAS DE HABITACION
EL LAGUITO,VIAS PUBLICAS
CENTRO,OFICINAS
BARRIO LIBERTADOR,VIAS PUBLICAS
BARRIO CONSUELO,VIAS PUBLICAS
BARRIO MUISCAS,VIAS PUBLICAS
SECTOR EL LAGO,VIAS PUBLICAS
SECTOR EL LAGO,VIAS PUBLICAS
CENTRO,VIAS PUBLICAS
BARRIO VILLAPILAR,VIAS PUBLICAS
ONDAS DE OTUN,VIAS PUBLICAS
SECTOR MULTICENTRO ESTRELLA,"COLEGIOS, ESCUELAS"
AVENIDA GAITAN,SOBRE ANDEN - VIA PUBLICA
LAS AVENIDAS,VIAS PUBLICAS
NUEVA PRADERA,VIAS PUBLICAS
VEINTE DE JULIO,CASAS DE HABITACION
EL GAVAN,"HOTELES, RESIDENCIAS, Y SIMILARES."
LOS LIBERTADORES,VIAS PUBLICAS
LUIS HERNANDEZ VARGAS,VIAS PUBLICAS
SAN CAMILO,VIAS PUBLICAS
JOSE MARIA OBANDO,VIAS PUBLICAS
SANTA FE ALTO,CASAS DE HABITACION
ALFONSO LOPEZ,VIAS PUBLICAS
CENTRO,SUPERMERCADOS
EL CENTRO,VIAS PUBLICAS
VEREDA,TRANSPORTE PUBLICO
1º DE MAYO,CASAS DE HABITACION
VILLA CONCHA,VIAS PUBLICAS
CANHAGUATE,VIAS PUBLICAS
ALTAGRACIA,VIAS PUBLICAS
ALTAGRACIA,VIAS PUBLICAS
1º DE MAYO,VIAS PUBLICAS
1º DE MAYO,FRENTE A RESIDENCIAS - VIA PUBLICA
1º DE MAYO,FRENTE A RESIDENCIAS - VIA PUBLICA
SAN FERNANDO,VIAS PUBLICAS
SAN FERNANDO,VIAS PUBLICAS
LA POPA,VIAS PUBLICAS
LAS MARGARITAS,VIAS PUBLICAS
NUEVO CAMPO ALEGRE,VIAS PUBLICAS
RISARALDA,UNIVERSIDADES
VEREDA LAS PELONAS,VIAS PUBLICAS
MARLY E-2,VIAS PUBLICAS
URB. COMPARTIR E-11,VIAS PUBLICAS
CORABASTOS E-8,VIAS PUBLICAS
PARQUE NACIONAL E-3,VIAS PUBLICAS
CHAPINERO NORTE E-2,VIAS PUBLICAS
SANTA RITA SUR ORIENTAL II SECTOR E-4,VIAS PUBLICAS
URB. LOS EJIDOS E-16,VIAS PUBLICAS
URB. SAN PATRICIO E-1,"HOTELES, RESIDENCIAS, Y SIMILARES."
VILLAS DEL DORADO E-10,VIAS PUBLICAS
RICAURTE E-14,ESTACION TRANSMILENIO RICAURTE (CLL 13)
VILLA AMALIA E-10,VIAS PUBLICAS
CHAPINERO SUR OCC. E-13,SOBRE ANDEN - VIA PUBLICA
ISLANDIA E-7,VIAS PUBLICAS
URB. PUENTE ARANDA E-16,VIAS PUBLICAS
SUCRE E-2,VIAS PUBLICAS
CIUDAD KENNEDY CENTRAL E-8,LOCAL COMERCIAL
OINAR DEL CONTRY NORTE E-1,VIAS PUBLICAS
URB. HORACIO ORJUELA E-4,VIAS PUBLICAS
PARQUE LOS NOVIOS E-12,VIAS PUBLICAS
EL EJIDO E-16,VIAS PUBLICAS
LA SOLEDAD E-13,VIAS PUBLICAS
BARRANCAS E-1,VIAS PUBLICAS
CHAPINERO NORTE E-2,VIAS PUBLICAS
LA INDEPENDENCIA E-7,VIAS PUBLICAS
COLOMBIA E-12,VIAS PUBLICAS
CEDRO GOLF EL RODEO E-1,VIAS PUBLICAS
LA ESTANZUELA E-14,HOSPITALES
MARLY E-2,SOBRE ANDEN - VIA PUBLICA
CALVO SUR E-4,VIAS PUBLICAS
NUEVO TIMIZA E-8,VIAS PUBLICAS
EL CEDRO (CEDRO MALL 156) E-1,VIAS PUBLICAS
ARBORIZADORA BAJA E-19,TRANSPORTE PUBLICO
