MUNICIPIO,SITIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMETRO
BOGOTA D.C. (CT),HOSPITALES
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PEPE SIERRA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO SAN MARTIN
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO BANDERAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CASAS DE HABITACION
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),EMPRESA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
FACATATIVA,FRENTE A ALMACEN - VIA PUBLICA
FONSECA,VIAS PUBLICAS
MAICAO,TRAMO DE VIA
MAICAO,CASAS DE HABITACION
MAICAO,VIAS PUBLICAS
RIOHACHA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
NEIVA (CT),CASAS DE HABITACION
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
RIVERA,VIAS PUBLICAS
RIVERA,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,APARTAMENTO
IPIALES,VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),CASAS DE HABITACION
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
VILLAGARZON,RODANDO SOBRE VIA - VIA PUBLICA
VILLAGARZON,RODANDO SOBRE VIA - VIA PUBLICA
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),LOCAL COMERCIAL
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
DOSQUEBRADAS,DENTRO DE LA VIVIENDA
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),LOCAL COMERCIAL
PEREIRA (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),PARADERO DE BUSES
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),BUS METROLINEA
BUCARAMANGA (CT),INSTALACIONES DE LA POLICIA
BUCARAMANGA (CT),LOCAL COMERCIAL
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),ESTACION METROLINEA
FLORIDABLANCA,VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
VELEZ,VIAS PUBLICAS
SINCELEJO (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
PLANADAS,CASAS DE HABITACION
BUENAVENTURA,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),ESTACION M.I.O.
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CASAS DE HABITACION
JAMUNDI,CASAS DE HABITACION
PALMIRA,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
ROLDANILLO,VIAS PUBLICAS
TULUA,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
COPACABANA,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
LA ESTRELLA,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),FRENTE IGLESIA - VIA PUBLICA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),FRUTERIA
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),TRANSPORTE PUBLICO
MEDELLIN (CT),PARADERO DE BUSES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
SABANALARGA,CARRETERA
SOLEDAD,VIAS PUBLICAS
CARTAGENA (CT),CASAS DE HABITACION
CARTAGENA (CT),VIAS PUBLICAS
EL CARMEN DE BOLIVAR,VIAS PUBLICAS
COMBITA,CASAS DE HABITACION
SOGAMOSO,VIAS PUBLICAS
TUNJA (CT),OFICINAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
TUNJA (CT),VIAS PUBLICAS
CHINCHINA,VIAS PUBLICAS
CHINCHINA,VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),"COLEGIOS, ESCUELAS"
FLORENCIA (CT),SOBRE ANDEN - VIA PUBLICA
FLORENCIA (CT),VIAS PUBLICAS
SAN VICENTE DEL CAGUAN,VIAS PUBLICAS
PAZ DE ARIPORO,CASAS DE HABITACION
YOPAL (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
YOPAL (CT),VIAS PUBLICAS
YOPAL (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,SUPERMERCADOS
LA PAZ,VIAS PUBLICAS
PAILITAS,TRANSPORTE PUBLICO
SAN ALBERTO,CASAS DE HABITACION
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
VALLEDUPAR (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
QUIBDO (CT),VIAS PUBLICAS
LORICA,VIAS PUBLICAS
MONTERIA (CT),UNIVERSIDADES
SAHAGUN,VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO RICAURTE (CLL 13)
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),HOSPITALES
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),SOBRE ANDEN - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DE LA 80
BOGOTA D.C. (CT),LOCAL COMERCIAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VEHICULO
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL DEL SUR
FACATATIVA,FINCAS Y SIMILARES
SANTA MARTA (CT),HOSPITALES
ACACIAS,VIAS PUBLICAS
GRANADA,VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),CASAS DE HABITACION
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CASAS DE HABITACION
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
VILLA DEL ROSARIO,VIAS PUBLICAS
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),APARTAMENTO
ARMENIA (CT),VIAS PUBLICAS
CALARCA,CASAS DE HABITACION
CALARCA,FINCAS Y SIMILARES
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
PEREIRA (CT),CASAS DE HABITACION
PEREIRA (CT),VIAS PUBLICAS
SANTA ROSA DE CABAL,VIAS PUBLICAS
SAN ANDRES (CT),VIAS PUBLICAS
BARRANCABERMEJA,VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),GIMNASIO
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),PARQUES
FLORIDABLANCA,ALMACENES
GIRON,VIAS PUBLICAS
GIRON,FRENTE A RESIDENCIAS - VIA PUBLICA
SINCELEJO (CT),VIAS PUBLICAS
SINCELEJO (CT),CASAS DE HABITACION
SINCELEJO (CT),VIAS PUBLICAS
ESPINAL,VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),"COLEGIOS, ESCUELAS"
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),LOCAL COMERCIAL
BUENAVENTURA,VIAS PUBLICAS
CAICEDONIA,VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),CONSULTORIOS MEDICOS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),APARTAMENTO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),VIAS PUBLICAS
CALI (CT),BUS MEGABUS
CALI (CT),DENTRO DE LA VIVIENDA
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
CALI (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
EL CERRITO,VIAS PUBLICAS
PALMIRA,VIAS PUBLICAS
PALMIRA,FRENTE A RESIDENCIAS - VIA PUBLICA
PALMIRA,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
BELLO,VIAS PUBLICAS
ENVIGADO,APARTAMENTO
ENVIGADO,"COLEGIOS, ESCUELAS"
ITAGUI,VIAS PUBLICAS
ITAGUI,VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),"BARES, CANTINAS Y SIMILARES"
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),INTERIOR VEHICULO SERVICIO PUBLICO
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),RESTAURANTES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),ALMACENES
ARAUCA (CT),CASAS DE HABITACION
BARRANQUILLA (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
BARRANQUILLA (CT),VIAS PUBLICAS
CARTAGENA (CT),ISLA
COMBITA,CASAS DE HABITACION
TUNJA (CT),BODEGAS Y SIMILARES
TUNJA (CT),VIAS PUBLICAS
LA DORADA,VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
MANIZALES (CT),VIAS PUBLICAS
FLORENCIA (CT),SOBRE ANDEN - VIA PUBLICA
YOPAL (CT),OFICINAS
BOLIVAR,CASAS DE HABITACION
POPAYAN (CT),VIAS PUBLICAS
POPAYAN (CT),VIAS PUBLICAS
SANTANDER DE QUILICHAO,VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),VIAS PUBLICAS
VALLEDUPAR (CT),LOCAL COMERCIAL
MONTERIA (CT),VIAS PUBLICAS
MONTERIA (CT),UNIVERSIDADES
MONTERIA (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),TRANSPORTE PUBLICO
BOGOTA D.C. (CT),BUS TRANSMILENIO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),INTERIOR VEHICULO SITP
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),CENTRO COMERCIAL
BOGOTA D.C. (CT),INTERIOR VEHICULO SERVICIO PUBLICO
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO AGUAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO MARLY
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 63
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 63
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO CALLE 142
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),PARQUES
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),ESTACION TRANSMILENIO PORTAL TUNAL
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
BOGOTA D.C. (CT),VIAS PUBLICAS
UTICA,VIAS PUBLICAS
RIOHACHA (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
RIOHACHA (CT),OFICINAS
RIOHACHA (CT),OFICINAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),LOCAL COMERCIAL
NEIVA (CT),RESTAURANTES
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),VIAS PUBLICAS
NEIVA (CT),TIENDA
PITALITO,VIAS PUBLICAS
PITALITO,VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
SANTA MARTA (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),CALLEJON
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
VILLAVICENCIO (CT),VIAS PUBLICAS
IPIALES,VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),VIAS PUBLICAS
PASTO (CT),FRENTE A RESIDENCIAS - VIA PUBLICA
PASTO (CT),VIAS PUBLICAS
PASTO (CT),PARQUES
SAN ANDRES DE TUMACO,VIAS PUBLICAS
TAMINANGO,VIAS PUBLICAS
TUQUERRES,VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),VIAS PUBLICAS
CUCUTA (CT),LOCAL COMERCIAL
LOS PATIOS,CASAS DE HABITACION
ARMENIA (CT),PARQUES
ARMENIA (CT),VIAS PUBLICAS
ARMENIA (CT),"HOTELES, RESIDENCIAS, Y SIMILARES."
ARMENIA (CT),VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
DOSQUEBRADAS,VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),INTERIOR VEHICULO PARTICULAR
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
PEREIRA (CT),VIAS PUBLICAS
SAN ANDRES (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),CASAS DE HABITACION
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
BUCARAMANGA (CT),VIAS PUBLICAS
FLORIDABLANCA,VIAS PUBLICAS
PIEDECUESTA,PUENTE PEATONAL
PIEDECUESTA,CASAS DE HABITACION
PIEDECUESTA,VIAS PUBLICAS
SINCELEJO (CT),OFICINAS
ESPINAL,LOCAL COMERCIAL
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),OFICINAS
IBAGUE (CT),VIAS PUBLICAS
IBAGUE (CT),VIAS PUBLICAS
RIOBLANCO,CASAS DE HABITACION
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),UNIVERSIDADES
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),SEMAFORO
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),"BARES, CANTINAS Y SIMILARES"
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
CALI (CT),VIAS PUBLICAS
GUADALAJARA DE BUGA,VIAS PUBLICAS
JAMUNDI,VIAS PUBLICAS
TULUA,CASAS DE HABITACION
YUMBO,INTERIOR VEHICULO SERVICIO PUBLICO
BELLO,VIAS PUBLICAS
BELLO,DISCOTECAS
ENVIGADO,CASAS DE HABITACION
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),PARQUES
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
MEDELLIN (CT),VIAS PUBLICAS
