BARRIO,ZONA
RESTREPO E-15,URBANA
URB. LOS EJIDOS E-16,URBANA
MODELIA E-9,URBANA
SANTA FE E-14,URBANA
GALERIAS E-13,URBANA
LA FISCALA E-5,URBANA
MARLY E-2,URBANA
MODELO E-12,URBANA
EL PORVENIR E-5,URBANA
URB. NUEVA AUTOPISTA E-1,URBANA
EL BOSQUE SAN ANTONIO E-1,URBANA
NORMANDIA E-10,URBANA
CHAPINERO CENTRAL E-2,URBANA
EL DORADO E-3,URBANA
PREDIO CORINTO E-11,URBANA
CENTRO FONTIBON E-9,URBANA
SAN ANTONIO E-1,URBANA
URB. SAN EUSEBIO E-16,URBANA
CENTRO ADMINISTRATIVO E-17,URBANA
POLO CLUB E-12,URBANA
FLORIDA BLANCA E-10,URBANA
LAS NIEVES E-3,URBANA
LA LAGUNA E-9,URBANA
LA GRANJA E-10,URBANA
SAN CRISTOBAL E-1,URBANA
EL RINCON E-11,URBANA
TEUSAQUILLO E-13,URBANA
EL CENTENARIO E-18,URBANA
URB. TOBERIN E-1,URBANA
NORMANDIA E-10,URBANA
PRADO PINZON E-11,URBANA
MARTIRES E-14,URBANA
SAN FELIPE E-12,URBANA
EL PALMAR E-10,URBANA
LA CABRERA E-2,URBANA
AEROPUERTO EL DORADO,URBANA
JOSE ANTONIO GALAN E-7,RURAL
TEUSAQUILLO E-13,URBANA
GRAN BRITALIA E-8,URBANA
LA LIBERIA E-1,URBANA
LA FRAGUA E-15,URBANA
CENTRO,URBANA
CENTRO,URBANA
JOSE PRUDENCIO PADILLA,URBANA
VILLA JARDIN,URBANA
ENTRERIOS,URBANA
CAMILO TORRES,URBANA
URB. BELLAVISTA,URBANA
EL LIMONAR,URBANA
DARIO ECHANDIA,URBANA
PRADO ALTO,URBANA
VENECIA,URBANA
LAS FERIAS,URBANA
PRADO ALTO,URBANA
SAN MATEO,URBANA
SAN MATEO,URBANA
MAMATOCO,URBANA
NACHO VIVES,URBANA
BAVARIA COUNTRY,URBANA
CENTRO,URBANA
CENTRO,URBANA
TRIUNFO,URBANA
BELLO HORIZONTE,URBANA
LA CEIBA,URBANA
ROSA BLANCA,URBANA
VILLA JULIA,URBANA
SANTA FE,URBANA
GAVIOTAS,URBANA
ESTERO,URBANA
TOTORAL,URBANA
CENTRO,URBANA
CENTRO,URBANA
AV. SANTANDER,URBANA
AV. SANTANDER,URBANA
SANTA BARBARA,URBANA
PALERMO,URBANA
BARRIO PANAMERICANO,URBANA
BARRIO LOS ACACIOS,URBANA
CIUDADELA VILLA DEL PRADO,URBANA
CINCUENTENARIO,URBANA
TERMINAL DE TRANSPORTES,URBANA
SAMARIA I,URBANA
PROVIDENCIA,URBANA
LA UNIVERSIDAD,URBANA
CABECERA DEL LLANO,URBANA
CENTRO,URBANA
EL TEJAR,URBANA
LA FLORA,URBANA
CABECERA DEL LLANO,URBANA
ALAMEDA DE CANHAVERAL,URBANA
LA RIOJA,URBANA
LA CANTERA,URBANA
QUINTA GRANADA,URBANA
VRDA. LA TIGRERA,RURAL
CENTRO,URBANA
IBAGUE 2000,URBANA
LA UNION,URBANA
LA UNION,URBANA
CENTRO,URBANA
CENTRO,URBANA
LA PRADERA,URBANA
CENTRO,URBANA
PUEBLO NUEVO,URBANA
CANHAVERAL,URBANA
CANHAVERAL,URBANA
VALLE DEL CAUCA,URBANA
URB. RIO LILI E22,URBANA
LOURDES E18,URBANA
SAN PEDRO E3,URBANA
LA HACIENDA E17,URBANA
TERRON COLORADO E1,URBANA
EL RETIRO E15,URBANA
SAN CRISTOBAL E10,URBANA
SAAVEDRA GALINDO E8,URBANA
EL RETIRO E15,URBANA
LOURDES E18,URBANA
SALOMIA E4,URBANA
LILI E17,URBANA
SAN PEDRO E3,URBANA
CIUDADELA FLORALIA E6,URBANA
EL CORTIJO E20,URBANA
NUEVA GRANADA E19,URBANA
EL HOYO E3,URBANA
SAN VICENTE E2,URBANA
LA MERCED E3,URBANA
EL INGENIO E17,URBANA
VIA CAVASA,RURAL
SANTA RITA,URBANA
NIQUIA BIFAMILIAR,URBANA
CIUDAD NIQUIA,URBANA
EL REMANZO,URBANA
LA SEBASTIANA,URBANA
LAS VEGAS,URBANA
LAS VEGAS,URBANA
CARIBE C-5,URBANA
CERRO NUTIBARA C-16,URBANA
SAN JAVIER 2 C-13,URBANA
EL RINCON C-16,URBANA
SAN LUCAS C-14,URBANA
LA CANDELARIA C-10,URBANA
CARIBE C-5,URBANA
VILLANUEVA C-10,URBANA
LA CANDELARIA C-10,URBANA
LAS ACACIAS C-11,URBANA
LA CANDELARIA C-10,URBANA
TENCHE C-15,URBANA
EL POBLADO C-14,URBANA
LA PILARICA C-7,URBANA
LA FLORESTA C-12,URBANA
EL POBLADO C-14,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
ALTAVISTA C-16,URBANA
CARLOS E. RESTREPO C-11,URBANA
CARLOS E. RESTREPO C-11,URBANA
PEDREGAL C-6,URBANA
NARANJAL C-11,URBANA
JUAN XXIII - LA QUIEBRA C-13,URBANA
LA CANDELARIA C-10,URBANA
EL SANTUARIO,URBANA
CENTRO,URBANA
SAUSALITO,URBANA
SAUSALITO,URBANA
BARRIO CENTRO,URBANA
BRR. VILLA ROUSSE,URBANA
LOS MANGOS,URBANA
BARRIO GALERIAS,URBANA
BARRIO GALERIAS,URBANA
BARRIO GALERIAS,URBANA
BARRIO VERSALLES,URBANA
CENTRO,URBANA
EL ROSAL,URBANA
EL CENTRO,URBANA
EL CENTRO,URBANA
VERSALLES,URBANA
BELLO HORIZONTE,URBANA
EL BOSQUE,URBANA
CIUDAD JARDIN,URBANA
LLANO LARGO,URBANA
CENTRO,URBANA
BELEN,URBANA
VILLA CONCHA,URBANA
EL CENTENARIO E-18,URBANA
CANDELARIA III-IV E-19,URBANA
LOS HAYUELOS E-9,URBANA
SAGRADO CORAZON E-3,URBANA
RICAURTE E-14,URBANA
BOITA E-8,URBANA
SAN ANTONIO E-15,URBANA
SANTA TERESITA E-13,URBANA
POTRERILLOS DE SUBA E-11,URBANA
7 DE AGOSTO E-12,URBANA
EL RINCON E-11,URBANA
LAS DELICIAS   E-8,URBANA
VERACRUZ E-3,URBANA
URB. VILLA SONIA E-16,URBANA
CHAPINERO CENTRAL E-2,URBANA
PATIO BONITO I E-8,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
EL CAMPIN E-13,URBANA
RIO NEGRO NORTE E-12,URBANA
SANTA INES E-3,URBANA
NORMANDIA E-10,URBANA
CHAPINERO CENTRAL E-2,URBANA
SANTA HELENITA E-10,URBANA
SANTA MARIA DEL LAGO E-10,URBANA
CHAPINERO NORTE E-2,URBANA
LA TOSCANA E-11,URBANA
LA LIBERTAD E-7,URBANA
LOURDES E-2,URBANA
BUENA VISTA E-1,URBANA
CARVAJAL E-8,URBANA
POLICARPA SALAVARRIETA E-1,URBANA
FONTIBON CENTRO E-9,URBANA
LAS AGUAS E-17,URBANA
FONTIBON CENTRO E-9,URBANA
LOS CEDRITOS E-1,URBANA
SAN JOSE DEL PRADO E-11,URBANA
SAN VICTORINO E-3,URBANA
SAN EUGENIO E-7,URBANA
SUCRE E-2,URBANA
VILLA DEL ROSARIO E-16,URBANA
EL RESTREPO E-15,URBANA
MINUTO DE DIOS E-10,URBANA
NUEVO KENNEDY E-8,URBANA
LA ESTANZUELA E-14,URBANA
LA FAVORITA E-14,URBANA
LA CABRERA E-2,URBANA
SOCIEGO E-4,URBANA
CIUDAD SALITRE II E-13,URBANA
MARCO FIDEL SUAREZ E-18,URBANA
CENTRO,URBANA
CENTRO,URBANA
PARAISO,URBANA
VILLA SHARIN,URBANA
CENTRO,URBANA
SAN PEDRO,URBANA
CENTRO,URBANA
CARRENHO,URBANA
CENTRO,URBANA
ALCAZARES,URBANA
TAIRONA 1-2,URBANA
MANCERA,URBANA
CENTRO,URBANA
DONHA LUZ,URBANA
BARZAL ALTO,URBANA
MONTECARLO,URBANA
CANAAN,URBANA
VEREDA EL CARMEN,URBANA
MARACOS,URBANA
MARACOS,URBANA
CENTRO,URBANA
BOLIVAR,URBANA
MORASURCO,URBANA
NUEVO SOL,URBANA
SAN FELIPE,URBANA
CENTRO,URBANA
CENTRO,URBANA
CALLE NUEVA CREACION,URBANA
SAN LUIS,URBANA
BARRIO QUINTA ORIENTAL,URBANA
BARRIO TRIGAL DEL NORTE,URBANA
BARRIO CHAPINERO,URBANA
CENTRO,URBANA
"MONTEBLANCO  I,II Y III",URBANA
LA ESNEDA,URBANA
CENTRO (A) PEREIRA,URBANA
CENTRO (A) PEREIRA,URBANA
CENTRO (A) PEREIRA,URBANA
PLAZA CIVICA CIUDAD VICTORIA,URBANA
SECTOR PLAZA DE BOLIVAR,URBANA
SECTOR PLAZA DE BOLIVAR,URBANA
SAN FERNANDO,URBANA
PARQUE GUADALUPE ZAPATA,URBANA
CENTRO (A) PEREIRA,URBANA
SECTOR CARCEL LA 40,URBANA
B. EL MANANTIAL I,URBANA
B. CENTRO,URBANA
BARRIO MODELO I,URBANA
ALTOS DEL CAMPESTRE,URBANA
CINCUENTENARIO,URBANA
SAN LUIS,URBANA
LA CONCORDIA,URBANA
LA CONCORDIA,URBANA
ALFONSO LOPEZ,URBANA
CENTRO,URBANA
ANTONIA SANTOS,URBANA
CENTRO,URBANA
CENTRO,URBANA
CASCO ANTIGUO DE FLORIDABLANCA,URBANA
PORTAL SIGLO XXI,URBANA
LA CUMBRE,URBANA
HACIENDA SAN JUAN,URBANA
MOLINOS BAJOS,URBANA
EL PALENQUE,URBANA
SAN CARLOS,URBANA
CENTRO,URBANA
NUEVA CASTILLA,URBANA
RICAURTE PARTE ALTA,URBANA
AMBALA,URBANA
VRDA. EL PALMAR,RURAL
SAN LUIS,URBANA
PRADOS DEL NORTE E2,URBANA
EL JARDIN E11,URBANA
BRISAS DE MAYO E20,URBANA
CAMINO REAL - J BORRERO E19,URBANA
EL PENHON E3,URBANA
EL REMANSO E21,URBANA
SAN FERNANDO NUEVO E19,URBANA
LOS CONQUISTADORES E11,URBANA
POTRERO GRANDE E21,URBANA
MOJICA E15,URBANA
CHIPICHAPE E2,URBANA
TERRON COLORADO E1,URBANA
CIUDAD 2000 E16,URBANA
LA INDEPENDENCIA E11,URBANA
MAYAPAN - LAS VEGAS E17,URBANA
EL REFUGIO E19,URBANA
JULIO RINCON E12,URBANA
EL LIDO E19,URBANA
LA ESMERALDA E4,URBANA
LA NUEVA BASE E8,URBANA
URB. BUENOS AIRES,URBANA
CENTRAL,URBANA
ARROYOHONDO ZONA INDUSTRIAL (25-2),URBANA
SECTOR INDUSTRIAL ACOPI  (25-2),URBANA
VIA YUMBO CALI (25-1 25-2),RURAL
EL TRAPICHE,URBANA
VDA. HATOVIEJO,URBANA
SAN JOSE OBRERO,URBANA
SAN FERNANDO,URBANA
LA PILARICA C-7,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
FLORIDA NUEVA C-11,URBANA
MANRIQUE 1  C-4,URBANA
ROBLEDO C-7,URBANA
PEDREGAL C-6,URBANA
LAURELES C-11,URBANA
LA CANDELARIA C-10,URBANA
MANRIQUE 2  C-3,URBANA
SAN JOAQUIN C-11,URBANA
LA CANDELARIA C-10,URBANA
TEJELO C-5,URBANA
SANTA CRUZ  C-2,URBANA
OCHO DE MARZO  C-9,URBANA
VDA. LAS PALMAS STA. E.,URBANA
VILLAS DE LA CORDIALIDAD,URBANA
CALIFORNIA,URBANA
SAN JOSE,URBANA
LA MARIA,URBANA
CENTRO,URBANA
SECTOR CARRATAPLAN,RURAL
PLAZA DE TOROS,URBANA
BARRIO LOS AGUSTINOS,URBANA
LA LINDA,RURAL
CIUDADELA HABITACIONAL SIGLO XXI,URBANA
ABBAS TURBAY,URBANA
CASIQUIARE,URBANA
PROGRESO II,URBANA
PROGRESO II,URBANA
LA CAMPINHA,URBANA
JOSE MARIA OBANDO,URBANA
EL EMPEDRADO,URBANA
RETIRO BAJO,URBANA
NUEVA ESPERANZA,URBANA
NUEVA ESPERANZA,URBANA
CHIRIQUI,URBANA
LA VICTORIA,URBANA
NUEVA BELEN,URBANA
SANTA ELENA,URBANA
CHAPINERO NORTE E-2,URBANA
VILLA MARIA II E-11,URBANA
PATIO BONITO I E-8,URBANA
CHICO I E-2,URBANA
SANTA ROSA E-10,URBANA
LA CALLEJA E-1,URBANA
MOLINOS DEL SUR E-18,URBANA
URB. VILLA ALSACIA E-8,URBANA
LA SERENA E-10,URBANA
GUSTAVO RESTREPO E-18,URBANA
LA VICTORIA E-4,URBANA
SANTA ROSA E-10,URBANA
LAS AGUAS E-3,URBANA
PARQUE EL TUNAL E-6,URBANA
LA CANDELARIA E-17,URBANA
VEINTE DE JULIO E-4,URBANA
LAS AMERICAS E-8,URBANA
GORGONZOLA E-16,URBANA
SANTA BARBARA CENTRAL E-1,URBANA
EL RETIRO E-2,URBANA
PUENTE GRANDE E-9,URBANA
SANTA FE E-14,URBANA
EL RETIRO E-2,URBANA
PIAMONTE E-7,URBANA
QUINTA RAMOS E-4,URBANA
ARMENIA E-13,URBANA
LA CALLEJA E-1,URBANA
SAN JORGE E-18,URBANA
TEQUENDAMA   E-8,URBANA
VENECIA E-6,URBANA
CIUDAD SALITRE E-9,URBANA
SAN BERNARDINO E-7,URBANA
JORGE GAITAN CORTES E-16,URBANA
NORMANDIA E-10,URBANA
CENTRO,URBANA
URB. MAJAYURA I ETAPA,URBANA
MIRA RIO ETAPA I,URBANA
MIRA RIO ETAPA I,URBANA
ESTADIO DE FUTBOL,URBANA
LOS ALMENDROS,URBANA
VILLA COLOMBIA,URBANA
CENTRO,URBANA
PASTRANA,URBANA
BALCONES DEL LIBERTADOR,URBANA
MARIA EUGENIA,URBANA
SAN ANTONIO,URBANA
7 DE AGOSTO,URBANA
MACARENA,URBANA
MACARENA,URBANA
LA ESPERANZA,URBANA
AV. CHAMPAGNAT,URBANA
LA AURORA,URBANA
AV. LAS AMERICAS,URBANA
LAS CUADRAS,URBANA
BARRIO LA PLAYA,URBANA
LAS COLINAS,URBANA
PARQUE PRINCIPAL,URBANA
BERLIN,URBANA
EL ESTADIO,URBANA
COROCITO,URBANA
COROCITO,URBANA
SECTOR GALERIA CENTRAL,URBANA
BARRIO SARIE BAY,URBANA
PROVENZA,URBANA
LA SALLE,URBANA
GRANADA,URBANA
URB. CIUDAD BOLIVAR,URBANA
PROVENZA,URBANA
CENTRO,URBANA
CASCO ANTIGUO DE FLORIDABLANCA,URBANA
URB. TORRES DE SEVILLA,URBANA
PORTAL CAMPESTRE,URBANA
VILLA DE DON JUAN I,URBANA
BOGOTA,URBANA
LAS CANARIAS,URBANA
PRADOS DEL NORTE,URBANA
PRADOS DEL NORTE,URBANA
NUEVO ARMERO,URBANA
BELEN,URBANA
PIJAO,URBANA
LA GAVIOTA,URBANA
JORDAN II ETAPA,URBANA
EL SALADO,URBANA
MIROLINDO,URBANA
VILLA DEL SOL,URBANA
JORDAN IV ETAPA,URBANA
LAS ACACIAS E10,URBANA
PRIMAVERA E11,URBANA
SAN LUIS II E6,URBANA
LOS NARANJOS II E14,URBANA
PROMOCIONES POPULARES E14,URBANA
JOSE M. MARROQUIN II E14,URBANA
LOS LAGOS E13,URBANA
EL PILOTO E3,URBANA
EL PRADO E11,URBANA
LOS LAGOS E13,URBANA
GRANADA E2,URBANA
COMPARTIR E21,URBANA
GRANADA E2,URBANA
SAN FERNANDO NUEVO E19,URBANA
SAN FERNANDO NUEVO E19,URBANA
EL INGENIO E17,URBANA
UNID. A GALINDO PLAZA TOROS E19,URBANA
UNID. A GALINDO PLAZA TOROS E19,URBANA
LAS DELICIAS E4,URBANA
ALAMEDA E9,URBANA
LILI E17,URBANA
EL RETIRO E15,URBANA
CORR. SANJON HONDO,RURAL
RICAUTE,URBANA
LIBERTADORES,URBANA
EL PRINCIPE,URBANA
SAN RAFAEL,URBANA
LA MILAGROSA,URBANA
NIQUIA CAMACOL,URBANA
ALTOS DE NIQUIA,URBANA
MACHADO,URBANA
JUAN XXIII,URBANA
AUTOPISTA MEDELLIN-BOGOTA,RURAL
SAN FRANCISCO,URBANA
ANCON,URBANA
PRADO C-10,URBANA
LA CANDELARIA C-10,URBANA
CARIBE C-5,URBANA
GIRARDOT C-5,URBANA
CASTILLA C-5,URBANA
CONQUISTADORES C-11,URBANA
CARIBE C-5,URBANA
GUAYAQUIL C-10,URBANA
SAN LORENZO  S.A.P.,RURAL
ALFONSO LOPEZ C-5,URBANA
VDA. BELLAVISTA S.C.,URBANA
BOSTON C-10,URBANA
EL CHAGUALO C-10,URBANA
BOLIVARIANA C-11,URBANA
GIRARDOT C-5,URBANA
PRADO C-10,URBANA
ESTADIO C-11,URBANA
BARRIO CRISTOBAL C-12,URBANA
EL PORVENIR,URBANA
EL PORVENIR,URBANA
VIRGEN DEL CARMEN,URBANA
CIUDAD JARDIN,URBANA
LAS MALVINAS,URBANA
BUENA ESPERANZA,URBANA
LAS PALMAS,URBANA
CENTRO,URBANA
NARINHO,URBANA
SECTOR LA HOYO,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO EL CURUBAL,URBANA
BARRIO LOS CRISTALES,URBANA
CRISTO REY,URBANA
CRISTO REY,URBANA
BETANIA,URBANA
CIRCACIA,URBANA
SAN FRANCISCO,URBANA
BURECHITO,URBANA
VILLA LUCIA,URBANA
LA FLORESTA,URBANA
INV. NUEVO MILENIO,URBANA
LA UNION,URBANA
LICEO,URBANA
ALFONSO LOPEZ,URBANA
CENTRO,URBANA
12 DE OCTUBRE,URBANA
CENTRO,URBANA
7 DE AGOSTO,URBANA
DANGON,URBANA
COSTA DE ORO,URBANA
VOTO NACIONAL E-14,URBANA
SANTA ISABEL E-14,URBANA
SANTA ISABEL SUR E-14,URBANA
PIO X KENNEDY E-8,URBANA
CARVAJAL E-8,URBANA
CEDRO SALAZAR E-1,URBANA
CARVAJAL E-8,URBANA
CHAPINERO CENTRAL E-2,URBANA
EL RODEO E-4,URBANA
LA CALLEJA E-1,URBANA
PORTALES DEL NORTE E-11,URBANA
CHAPINERO CENTRAL E-2,URBANA
CIUDAD BOGOTA E-19,URBANA
URB. MIRANDELA E-11,URBANA
NUEVO HORIZONTE E-1,URBANA
SAN VICTORINO E-3,URBANA
BANDERAS E-8,URBANA
BELLA SUIZA E-1,URBANA
CHICO I E-2,URBANA
SAN JOSE SPRING E-11,URBANA
CENTRO ADMINISTRATIVO E-17,URBANA
CHICO NORTE I E-2,URBANA
LAURELES LA ESTACION E-7,URBANA
VILLA MAYOR E-15,URBANA
LAS NIEVES E-3,URBANA
LOS NARANJOS E-7,URBANA
SANTIAGO DE LAS ATALAYAS E-7,URBANA
CHAPINERO CENTRAL E-2,URBANA
CHAPINERO ALTO E-2,URBANA
CASTILLA LA NUEVA E-8,URBANA
QUIROGA IHS ETAPA E-18,URBANA
VILLA HERMOSA E-11,URBANA
SANTA MATILDE I SECTOR E-16,URBANA
BELLA VISTA SUR E-4,URBANA
LUCERO BAJO E-19,URBANA
LOMA FRESCA,URBANA
CIUDADELA EL DIVI DIVI,URBANA
JORGE PEREZ,URBANA
LOS CAMBULOS,URBANA
EL PROGRESO,URBANA
PRIMERO DE MAYO,URBANA
PRIMERO DE MAYO,URBANA
PRIMERO DE MAYO,URBANA
GUALANDAY ETAPA I,URBANA
PORVENIR,URBANA
CIUDAD LABOYOS,URBANA
MADELENA,URBANA
OLIVO,URBANA
OLIVO,URBANA
OLIVO,URBANA
SAN FRANCISCO,URBANA
TAGANGA,URBANA
SIMON BOLIVAR,URBANA
TORRES DE SAN JUAN,URBANA
JORDAN,URBANA
EL DARIEN,URBANA
VILLA JULIA,URBANA
CALLE EL SOL,URBANA
SENDOYA,URBANA
AVENIDA COLOMBIA NORMANDIA,URBANA
CENTRO,URBANA
VILLA FLOR I,URBANA
ESTADIO LIBERTAD,URBANA
BARRIO SAN LUIS,URBANA
BARIO LA RIVIERA,URBANA
BARRIO ZULIMA,URBANA
BARRIO GUAIMARAL,URBANA
BARRIO SIETE DE AGOSTO,URBANA
BARRIO CUNDINAMARCA,URBANA
BARRIO SAN IGNACIO,URBANA
BARRIO SANTANDER,URBANA
BARRIO SANTANDER,URBANA
LA FLORESTA,URBANA
COOPERATIVO,URBANA
LA PRADERA,URBANA
EL PROGRESO,URBANA
CORREGIMIENTO SAN CLEMENTE,URBANA
SECTOR PLAZA DE BOLIVAR,URBANA
SAN JOAQUIN,URBANA
CUBA V-8,URBANA
SECTOR PUENTES DE LA 9A CON 12,URBANA
MONSERRATE,URBANA
PARQUE OLAYA HERRERA,URBANA
INTERMEDIO (V/SANTANA),URBANA
AMERICA,URBANA
BARRIO LA PAZ,URBANA
PERRY HILL,URBANA
MARIA EUGENIA,URBANA
MIRADORES DEL CACIQUE,URBANA
MIRAFLORES,URBANA
REGADERO NORTE,URBANA
LA AURORA,URBANA
LA JUVENTUD,URBANA
LA SALLE,URBANA
TERRAZAS,URBANA
LA VICTORIA,URBANA
EL RECREO,URBANA
CARACOLI,URBANA
EL PARAISO,URBANA
VILLA  MADY,URBANA
LA ESPERANZA,URBANA
PABLO VI,URBANA
LIBERTADOR,URBANA
ESTACION,URBANA
LAS FERIAS,URBANA
AMBALA,URBANA
JARDIN I ETAPA,URBANA
VRDA. LA MATA,RURAL
EVARISTO GARCIA E4,URBANA
CUARTO LEGUA - GUADALUPE E19,URBANA
SUCRE E9,URBANA
CHIPICHAPE E2,URBANA
VALLE GRANDE E21,URBANA
SIETE DE AGOSTO E7,URBANA
LOS LAGOS E13,URBANA
SAN VICENTE E2,URBANA
SUCRE E9,URBANA
VERSALLES E2,URBANA
LAUREANO GOMEZ E15,URBANA
LILI E17,URBANA
SAN FERNANDO VIEJO E19,URBANA
PRADOS DEL NORTE E2,URBANA
ANTONIO NARINHO E16,URBANA
PRADOS DE ORIENTE E11,URBANA
VILLACOLOMBIA E8,URBANA
LA RIVERA I E6,URBANA
LAS DELICIAS E4,URBANA
BELALCAZAR E9,URBANA
VERSALLES E2,URBANA
URB. TEQUENDAMA E19,URBANA
BUENOS AIRES E18,URBANA
SAN PASCUAL E3,URBANA
SAN PEDRO CLAVER E11,URBANA
SANTA MONICA RESIDENCIAL E2,URBANA
SAN ANTONIO,URBANA
VIA LA UNION - VERSALLES,RURAL
VIA LA UNION - VERSALLES,RURAL
CIUDAD DEL CAMPO,URBANA
LORETO,URBANA
SIMON BOLIVAR,URBANA
CIUDAD NIQUIA,URBANA
LA CABANHA,URBANA
MARIA CANO,URBANA
ALCALA,URBANA
EL PORTAL,URBANA
LA CANCHA,RURAL
PLAYA RICA,URBANA
MORAVIA  C-4,URBANA
LOS BALSOS 1 C-14,URBANA
LA CANDELARIA C-10,URBANA
LA CANDELARIA C-10,URBANA
SURAMERICANA C-11,URBANA
SURAMERICANA C-11,URBANA
EL CHAGUALO C-10,URBANA
EL NOGAL. LOS ALMENDROS C-16,URBANA
LA CANDELARIA C-10,URBANA
ESTACION VILLA C-10,URBANA
BARRIO CAYCEDO C-9,URBANA
MORAVIA  C-4,URBANA
NARANJAL C-11,URBANA
PRADO C-10,URBANA
LA MOTA C-16,URBANA
EL CHAGUALO C-10,URBANA
BOSTON C-10,URBANA
LA AGUACATALA C-14,URBANA
LA CANDELARIA C-10,URBANA
LAURELES C-11,URBANA
ROSALES C-16,URBANA
EL CARMELO I,URBANA
SIMON BOLIVAR,URBANA
MEZOLANDIA,URBANA
COSTA HERMOSA,URBANA
BARRIO PRADOS DEL SUR,URBANA
BARRIO CENTRO,URBANA
SUCRE,URBANA
BARRIO CENTRO,URBANA
BARRIO LA NIEVES,URBANA
SAN SEBASTIAN,URBANA
CENTRO,URBANA
EL CENTRO,URBANA
PROVIVIENDA,URBANA
PANDIGUANDO,URBANA
PRADOS DEL NORTE,URBANA
LUIS A ROBLES,URBANA
CIUDADELA 450 ANHOS,URBANA
MIS ESFUERZOS,URBANA
P-5,URBANA
EL DORADO,URBANA
CIUDAD SALITRE II E-13,URBANA
LA VERACRUZ E-3,URBANA
LA EUROPA E-10,URBANA
SUCRE E-2,URBANA
SANTA TERESITA E-13,URBANA
LA ESPANHOLA E-10,URBANA
AURES II E-11,URBANA
BOSQUE POPULAR E-10,URBANA
BOSQUE POPULAR E-10,URBANA
LA MAGDALENA E-13,URBANA
BRASILIA I SECTOR E-8,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
URB. CARIMAGUA I SECTOR E-8,URBANA
CIUDAD KENNEDY CENTRAL E-8,URBANA
NORMANDIA II SECTOR E-10,URBANA
CIUDAD KENNEDY SUR   E-8,URBANA
VEINTE DE JULIO E-4,URBANA
PABLO VI E-13,URBANA
ALFONSO LOPEZ E-5,URBANA
EL TROPEZON E-7,URBANA
PALOQUEMAO E-14,URBANA
TEUSAQUILLO E-13,URBANA
TEUSAQUILLO E-13,URBANA
SALAMANCA E-9,URBANA
BARRIOS UNIDOS E-12,URBANA
BELLA SUIZA E-1,URBANA
CARVAJAL E-8,URBANA
PALERMO E-13,URBANA
EL TROPEZON E-7,URBANA
PATIO BONITO I E-8,URBANA
LA COLMENA E-4,URBANA
SAN LUIS 20 DE JULIO E-4,URBANA
VISION DE COLOMBIA E-8,RURAL
CHAPINERO ALTO E-2,URBANA
BOLIVIA E-10,URBANA
GRAN GRANADA E-10,URBANA
SAN ISIDRO E-4,URBANA
JOSE JOAQUIN VARGAS E-12,URBANA
SANTA TERESITA E-13,URBANA
PARQUE NACIONAL E-3,URBANA
RICAURTE E-14,URBANA
BACHUE E-10,URBANA
SAN JOSE SUR E-18,URBANA
URB. MADELENA I Y II SECTOR E-19,URBANA
LA FISCALA E-5,URBANA
CHAPINERO CENTRAL E-2,URBANA
PATIO BONITO I E-8,URBANA
SAN DIEGO E-3,URBANA
PUENTE LARGO E-11,URBANA
MARLY E-2,URBANA
SANTA FE E-14,URBANA
CHAPINERO CENTRAL E-2,URBANA
QUINTA CAMACHO E-2,URBANA
NUEVA GRANADA II SECTOR E-7,URBANA
GALAN E-16,URBANA
UNICENTRO E-1,URBANA
LA CHUCUA NORTE E-11,URBANA
ALHAMBRA SECTOR NORTE E-11,URBANA
POLO CLUB E-12,URBANA
PIAMONTE E-7,URBANA
LOURDES E-2,URBANA
LOS GIRASOLES,URBANA
MAGDALENA,URBANA
VILLA JARDIN,URBANA
SEVILLA,URBANA
CENTRO,URBANA
MONSERRATE,URBANA
CENTRO,URBANA
TUQUILA,URBANA
LA GAITANA,URBANA
CALAMO,URBANA
PARAISO,URBANA
CENTRO (C-1),URBANA
CENTRO (C-1),URBANA
URB. ALAMEDA (C-3),URBANA
CISNE,URBANA
VILLA BELLA,URBANA
LA INDEPENDENCIA,URBANA
ANTONIO V/CIO,URBANA
JORDAN,URBANA
ESTERO,URBANA
ESTERO,URBANA
MANANTIAL,URBANA
GAVIOTAS,URBANA
SAN CARLOS,URBANA
CENTRO,URBANA
BARZAL ALTO,URBANA
LAS MERCEDES,URBANA
LORENZO,URBANA
FATIMA,URBANA
FATIMA,URBANA
BARRIO CARORA,URBANA
CANCHAS SITETICAS CAMP NOU,URBANA
VDA. GAITAN,RURAL
SECTOR PARQUE LA LIBERTAD,URBANA
SECTOR PUENTES DE LA 9A CON 12,URBANA
P.INDUSTRIAL A,URBANA
MAYORCA,URBANA
EL CENTRO,URBANA
LA UNIVERSIDAD,URBANA
MEJORAS PUBLICAS,URBANA
TOLEDO PLATA,URBANA
SANTA ANA,URBANA
